geneName dn_damaging_DD dn_lof_DD mut_damaging mut_lof BF PP qvalue
BHLHE40 0 1 2.3693e-06 6.2105454045031e-07 35.1607777154305 0.506719011051607 0.187711338561691
C16orf93 0 1 1.08075e-06 9.4621142791911e-07 35.1024505143874 0.506304019310524 0.188870371297024
SKIDA1 0 1 1.04146e-10 1.2251278831756e-06 35.0046731817645 0.505606775552523 0.190023287724007
C3AR1 0 1 2.15121e-06 6.9795957681072e-07 34.5651785992219 0.502448292104012 0.191179409604352
AADAC 0 1 2.12264e-06 7.18550540771185e-07 34.2156784807974 0.499907611095642 0.192336387054914
SPATA2 0 1 1.36712e-06 9.08408879903085e-07 34.2032837112412 0.499817031172174 0.193485068330186
TNFRSF1A 0 1 1.17399e-06 9.59774912978075e-07 34.1351937289523 0.499318849540864 0.194627061200554
KIAA1984 0 1 1.04146e-10 1.28626110389318e-06 33.4354925826264 0.494141382686448 0.195779770667639
IMPAD1 0 1 2.8237e-06 5.8054164248201e-07 33.2967629096715 0.493102100809391 0.196927808042263
CDKN2AIP 0 1 8.76964e-07 1.07210734134941e-06 33.1948082446811 0.492335589336369 0.198070222022489
TOB1 0 1 2.53578e-06 6.6028635566514e-07 33.0852392255405 0.491509243386234 0.199207293577768
DNAJB6 0 1 4.29585e-07 1.19653720188816e-06 32.9320806859243 0.490349636019125 0.200340297484349
PLEKHB2 0 1 1.04146e-10 1.3193688626971e-06 32.6156486431311 0.487937007086452 0.201473834558637
PLEK 0 1 1.6123e-06 9.10263093536875e-07 32.6053106374925 0.487857799812677 0.20259944457903
SCGN 0 1 1.69832e-06 9.00661226847315e-07 32.3119687418576 0.485600028551762 0.203725078250038
TNFRSF21 0 1 1.51559e-06 9.49380640054025e-07 32.2440595962745 0.485074510134698 0.2048445041911
LRIF1 0 1 7.09059e-07 1.15412431383499e-06 32.2274529969612 0.48494583567642 0.20595636677222
MOGAT3 0 1 2.54318e-06 6.9716745649782e-07 32.1322826807753 0.484207176567065 0.207062925546009
SETD1B 1 1 8.33361e-06 3.41034449496508e-06 32.1095939983984 0.484030766760323 0.208162236249545
SULT4A1 0 1 2.15419e-06 8.1282895364943e-07 31.6788123189302 0.480658292996554 0.209265709550091
DTWD2 0 1 2.45634e-06 7.40446569449935e-07 31.6102607578498 0.480117551057528 0.210363295201654
DNAJC17 0 1 1.95516e-06 8.7678705890641e-07 31.3412372549013 0.47798454007128 0.211460661978862
TELO2 2 0 6.34061e-06 2.17469472626568e-06 31.1256010277542 0.476262142498242 0.212556371436837
NPFFR2 0 1 1.62146e-06 9.76234876113875e-07 30.9720057452182 0.475028350234188 0.213648732549875
C7orf43 0 1 1.04146e-10 1.40151087366034e-06 30.6684919619657 0.472573127652193 0.214742036172865
ZFYVE27 0 1 5.84415e-07 1.25908194515731e-06 30.5042332820071 0.471234783493212 0.215832394437913
ZNF865 0 1 1.04146e-10 1.41441855441335e-06 30.3734174108783 0.470164055686261 0.216918911911532
PDX1 0 1 2.90966e-06 6.88923046662395e-07 30.1915392758324 0.468668157272065 0.218003094431588
ASCC3 1 2 2.05905e-05 6.6725389171232e-06 29.7310140837009 0.464842418906408 0.219092972392626
GDAP1L1 0 1 2.87647e-06 7.2595909803308e-07 29.5418631026139 0.463255069333592 0.220180821564797
GALM 0 1 2.8389e-06 7.3950042329388e-07 29.4474519647382 0.462459245525239 0.221263961267561
METAP1D 0 1 2.63712e-06 7.9000802553387e-07 29.4366204068244 0.462367791684542 0.222340043740513
ECHS1 0 1 3.0164e-06 7.0410430518392e-07 29.2592800219618 0.460866019770438 0.223413921491323
TRIM72 0 1 2.61475e-06 8.22314545557305e-07 28.8489366034749 0.457358732462865 0.224492392254992
EXOC2 2 0 3.75099e-06 3.00414751302253e-06 28.6997839316779 0.456072560103292 0.22556793113594
GABBR2 2 0 6.09136e-06 2.36806638267567e-06 28.398397481663 0.453454949719148 0.226645035562601
GET4 0 1 3.0708e-06 7.3479514830089e-07 28.30115618352 0.452605002640982 0.227717777909746
SDSL 0 1 3.15295e-06 7.18763013310015e-07 28.2106897183807 0.451811894512337 0.228786012335006
LZTFL1 0 1 1.24128e-06 1.19697828503899e-06 28.1979833212333 0.451700315020918 0.229847519553092
ODC1 0 1 2.41515e-06 9.18958007704495e-07 27.8455931305735 0.448587648138285 0.230912303766035
GCM1 0 1 2.07565e-06 1.01844212405461e-06 27.5392853175712 0.445853174365362 0.231979084366261
ZBTB1 0 1 4.94865e-07 1.41946119830082e-06 27.5166695447464 0.445650203116785 0.233039514341646
GFOD2 0 1 3.58655e-06 6.47008979503595e-07 27.4767334909732 0.4452914230801 0.234094167005837
ZNF567 0 1 2.1069e-06 1.01615438158588e-06 27.424910660478 0.444825160960115 0.235143450247778
OPCML 0 1 3.1185e-06 7.82765080278075e-07 27.0541280138433 0.44146613754231 0.236196839212631
SIRPB1 0 1 5.47394e-07 1.43300273885084e-06 26.966489472082 0.440666247987593 0.23724598503341
DECR1 0 1 3.20875e-06 7.68657948437925e-07 26.8880210177091 0.439948108609805 0.238290664342008
CHST10 0 1 2.23787e-06 1.02271104357832e-06 26.6259963106797 0.437536654030999 0.239336382669837
RNF167 0 1 2.4102e-06 9.8637901840507e-07 26.4924333151159 0.436299444698393 0.240379354286016
HNRNPA2B1 0 1 2.35579e-06 1.0011093286634e-06 26.46935436768 0.436085110056077 0.241416327156715
IL23R 0 1 9.76965e-07 1.35100193364256e-06 26.4168311349031 0.435596717664722 0.242448234361758
HNRNPD 0 1 1.79651e-06 1.14686975967778e-06 26.3566026154244 0.435035634649694 0.243475355798027
ZFPL1 0 1 3.00931e-06 8.4707481692732e-07 26.3036779470622 0.434541671952072 0.2444975239639
CTSZ 0 1 3.6828e-06 6.84140783154815e-07 26.245176145219 0.433994650029987 0.245514953793033
PAQR6 0 1 1.26741e-06 1.30075348222616e-06 25.95663500155 0.431281084549909 0.246534524649996
SKAP2 0 1 2.01083e-06 1.12040115414409e-06 25.8207317865599 0.429993958112979 0.247551730679043
SPEN 0 2 1.04146e-10 7.7547984163681e-06 25.3650088762288 0.425635000598527 0.248576223684442
SLA 0 1 2.52933e-06 1.0231621675325e-06 25.2002784098699 0.424042915169559 0.249599288875524
LPGAT1 0 1 2.28126e-06 1.09191049348645e-06 25.070962235834 0.422786904017129 0.250619892635983
PA2G4 0 1 2.21583e-06 1.12094485985298e-06 24.8333944866579 0.42046514270983 0.251641367681492
DNAJA1 0 1 1.79056e-06 1.25673734407549e-06 24.2974142535097 0.415157747541595 0.252672949368108
SRRM2 0 2 1.04146e-10 7.82226301315595e-06 24.176492885695 0.413946889821597 0.25370190048172
CHMP7 0 1 2.02776e-06 1.21239822376469e-06 24.0204245867459 0.412376653344447 0.254729351085332
FAM188A 0 1 1.69741e-06 1.30624162654601e-06 23.8275015704413 0.410423945504828 0.255756488212356
LRIT1 0 1 2.58027e-06 1.09518394145919e-06 23.6453823631688 0.408568644923687 0.2567830168572
NAPG 0 1 1.74622e-06 1.30742726937091e-06 23.5877416804698 0.407979007669036 0.257805083855596
GOLM1 0 1 2.14156e-06 1.20825922606929e-06 23.5844607160773 0.407945409568591 0.258821039802635
FIGN 0 1 2.54512e-06 1.11212103562218e-06 23.5005586689625 0.407084928841652 0.259833445958258
FAM227A 0 1 1.1134e-06 1.49018219310689e-06 23.1917291338792 0.403895978792546 0.260849369146322
SSBP3 0 1 1.04146e-10 1.78467686705643e-06 23.0300954548384 0.402213248382293 0.261864240780272
NLRP4 0 1 1.04146e-10 1.78601248402876e-06 23.0071595777419 0.401973698329262 0.262873736458622
DYNC1H1 7 0 5.76117e-05 1.13991061439597e-05 22.7931058154778 0.399728756786307 0.263883908634535
CHAF1A 0 1 1.04146e-10 1.81732350686525e-06 22.4760576831634 0.396372492840761 0.264898068630131
CLU 0 1 3.0286e-06 1.06993531043224e-06 22.1622079402147 0.393012915856994 0.26591619070011
TADA2A 0 1 1.04146e-10 1.84296461180203e-06 22.0504002646188 0.391807028300433 0.266931848803966
B4GALT1 0 1 4.60647e-06 7.03311526422495e-07 21.8209264913786 0.38931699799084 0.267948864050135
TLK2 2 0 4.07515e-06 3.29172553582168e-06 21.8021677649755 0.389112544403091 0.268960482314285
DDRGK1 0 1 3.02366e-06 1.11080284574762e-06 21.5116680934591 0.385928787211568 0.269975513874503
NR2F6 0 1 4.83425e-06 6.7190753944566e-07 21.4315840340218 0.385045255132707 0.270987183173602
POLR1E 0 1 2.27076e-06 1.30465150771909e-06 21.4126557109337 0.384836055692652 0.271993547972239
CCDC82 0 1 1.4401e-06 1.51728512803478e-06 21.3591383254974 0.384243800466395 0.272995771446179
OLFML2B 0 1 1.04146e-10 1.88606318655048e-06 21.353271502649 0.384178805346772 0.273992356978757
RASSF8 0 1 1.54421e-06 1.5080823943886e-06 21.0866783386032 0.381210827228144 0.274991768039027
CCDC27 0 1 2.12801e-07 1.85802425709703e-06 20.9303669974362 0.379457272869488 0.275990470232933
CKAP2L 0 1 1.90615e-06 1.43137860340325e-06 20.8563349714054 0.378623283243214 0.276985819646547
NLRP7 0 1 1.04146e-10 1.9185233489374e-06 20.8430114976604 0.378472952838402 0.277975880645153
MVK 0 1 3.55599e-06 1.04111950225427e-06 20.5329913040091 0.374954302318852 0.278970350034941
PCDHGA2 0 1 2.08198e-06 1.42509165099247e-06 20.2718519574422 0.371959375826137 0.279967693675338
KLHDC2 0 1 2.82418e-06 1.24351593595639e-06 20.209793034777 0.371243415656372 0.280961394218552
IGHMBP2 2 0 7.41664e-06 2.47463994934196e-06 20.1868141100962 0.370977898553585 0.281950203045904
PISD 0 1 4.7776e-06 7.72648181982565e-07 20.0698867873698 0.369623344374429 0.282937246820917
FAM49A 0 1 2.48803e-06 1.35350770512777e-06 19.8178720285488 0.366683929052876 0.28392701751054
MSI1 0 1 2.35134e-06 1.38873015864616e-06 19.8029796941761 0.366509371827702 0.284911703737756
KLHL41 0 1 4.29169e-06 9.09489794644525e-07 19.7913981821406 0.366373555151012 0.285891239527394
ARGLU1 0 1 1.74211e-06 1.54800155583387e-06 19.7143794151623 0.365468870677703 0.28686782185175
ERBB4 1 1 1.00103e-05 3.660018429377e-06 19.6273455026197 0.364443431278747 0.287841812764793
OXLD1 1 0 3.04616e-07 1.70529192139951e-07 19.3808153432264 0.361520723323021 0.288818518792403
GLRB 0 1 2.47701e-06 1.39532846381249e-06 19.2462172193728 0.35991363874542 0.289794262799243
MMP21 0 1 3.13663e-06 1.23278881622933e-06 19.2200435844995 0.359600188830656 0.290765469304423
RASGEF1A 0 1 3.24413e-06 1.20999729942025e-06 19.1644579144183 0.358933487257807 0.291733151744859
RAD54L 2 0 8.21922e-06 2.33066571975544e-06 19.1522905145897 0.358787364691749 0.292695905143105
KIAA1751 0 1 7.69152e-09 2.03883306675668e-06 19.0294302174955 0.357308151496587 0.293657432460029
TMEM30A 0 1 3.79724e-06 1.08313510737009e-06 19.0256769232638 0.357262855152615 0.294613815233693
SLC38A7 0 1 3.51505e-06 1.15635554263203e-06 18.9731595018505 0.356628382307592 0.295566705404345
ITFG2 0 1 3.25503e-06 1.29504426022963e-06 17.9434340865234 0.343930016130521 0.296549003165831
BCHE 0 1 3.89386e-06 1.14206043078452e-06 17.8796200947695 0.343126560071527 0.297528145657034
WDR41 0 1 1.85697e-06 1.66648423441755e-06 17.6564633170481 0.340301343590729 0.298509637556091
SLC35F5 0 1 1.88506e-06 1.66485846941976e-06 17.5844718420195 0.339384722951339 0.299488301446612
GTDC1 0 1 3.70667e-06 1.22569248068663e-06 17.3827162083666 0.336802274513322 0.300468650298472
COCH 0 1 3.16369e-06 1.3727767939182e-06 17.2178565085579 0.334677052118735 0.301449441421006
WASF3 0 1 4.47245e-06 1.05161802171314e-06 17.2031550136288 0.334486872060467 0.302425483476015
RPL30 1 0 3.72157e-07 3.14916696571492e-07 17.1613272466057 0.333945188538101 0.303397754406459
TMEM42 1 0 5.61237e-07 2.84437226621648e-07 16.8990402192868 0.33052827991458 0.304373951648269
PLA2G15 0 1 5.27732e-06 8.8042250923284e-07 16.8911062628547 0.330424375014125 0.30534523269438
BCL11B 0 1 3.59034e-06 1.29574208775776e-06 16.8519492874077 0.329911093586788 0.306312722545093
FAM98A 0 1 2.53861e-06 1.56346891103541e-06 16.7756153538366 0.328908219665695 0.307277746507499
SEMA6B 0 1 1.04146e-10 2.26172795771858e-06 16.1480709730409 0.320548354610788 0.308259735686606
TRIM25 0 1 3.39049e-06 1.40272889746729e-06 16.1407694187718 0.320449860621992 0.30923681569632
CKB 0 1 5.26682e-06 9.53054384629785e-07 16.0227851968985 0.318854349727926 0.310212954369747
T 0 1 4.88924e-06 1.05288241310816e-06 15.9235008113253 0.317505901775713 0.311187512337953
POLM 0 1 3.60125e-06 1.37286296265058e-06 15.8732524777162 0.316821408540629 0.31215876841921
H2AFZ 1 0 5.91565e-07 3.65507287032858e-07 15.8088849476582 0.315942572206567 0.31312725451133
CCDC138 0 1 2.72468e-06 1.59838746242996e-06 15.783969822762 0.315601788481906 0.3140915946594
GLTSCR1L 0 1 1.23139e-06 1.98083089300077e-06 15.7231695497851 0.314768748387401 0.315053096361351
CCDC178 0 1 1.04146e-10 2.32015998525028e-06 15.4628502258466 0.311178997614451 0.316018904904049
DYNC1LI2 0 1 4.5878e-06 1.16759866218072e-06 15.4372529464063 0.310823984257827 0.316980650035075
YTHDF1 0 1 5.42642e-06 9.7096682161087e-07 15.3558659351259 0.309692777422717 0.31794035844778
COX7A2L 1 0 7.99219e-07 3.5494545465587e-07 15.2813576074716 0.308653917272879 0.318897809022856
PLEKHJ1 1 0 5.92594e-07 4.15894845996475e-07 15.2220677115427 0.307825009053853 0.319852482122404
FUCA2 0 1 4.60503e-06 1.18679509666473e-06 15.1683508526923 0.30707229714895 0.320804204624262
CTH 0 1 4.42598e-06 1.23332927779543e-06 15.1369275581386 0.306631216226637 0.321752206097924
RBMS1 0 1 3.43445e-06 1.48203255516457e-06 15.0866556260601 0.305924392708344 0.322697189349685
PLAC8L1 1 0 9.54605e-07 3.32999650318288e-07 15.0561866413243 0.305495296868653 0.323638474194702
NPAS1 0 1 5.48937e-06 9.84453177892295e-07 15.0279427899371 0.305097063540424 0.324576010715573
LTA 1 0 9.39034e-07 3.42282994859858e-07 14.9989790981127 0.304688206002945 0.325509853998398
OR4K5 1 0 7.97203e-07 3.99723671195975e-07 14.7848626330757 0.301650703049931 0.326446636518377
BCL9 0 1 2.42113e-07 2.31961456623436e-06 14.7657906276266 0.30137885567982 0.327379404708356
PNLDC1 0 1 1.22276e-06 2.07291824762673e-06 14.7059219353811 0.30052412639407 0.3283096458806
DBR1 0 1 5.00209e-06 1.15953243960784e-06 14.3973300956931 0.296085059313298 0.32924631743872
RPAP3 0 1 1.77566e-06 1.96479704681044e-06 14.3532225751805 0.295445970112343 0.330179918713469
LDB1 0 1 5.46587e-06 1.06185237270218e-06 14.2387922806879 0.293782526339308 0.331113014383313
DPP9 2 0 8.78089e-06 2.59802063148935e-06 14.1181759430086 0.292020633278022 0.332045851889102
EIF5A2 1 0 9.20625e-07 4.39229995309085e-07 14.0034254278967 0.290336244973593 0.332978241773391
NCL 0 1 1.60084e-06 2.05846225326986e-06 13.8365599247046 0.287872525384011 0.333912106878915
HPD 0 1 4.55697e-06 1.32573217571262e-06 13.7878864613064 0.287150650225247 0.33484315661576
TMEM243 1 0 1.16367e-06 3.95554966516975e-07 13.7787438496678 0.28701489303653 0.335769975121514
TNNC2 1 0 1.34162e-06 3.59121571481101e-07 13.6631495778848 0.285293981449534 0.336696469115228
P4HA3 0 1 3.91561e-06 1.51225089662908e-06 13.492442721599 0.282737333215186 0.337624679353446
CDC25A 0 1 4.44185e-06 1.383776735675e-06 13.4828281903979 0.282592793757046 0.338548724431036
IQSEC1 0 1 1.34358e-07 2.47250051882683e-06 13.4595736699627 0.282242957407397 0.339469132970263
ENO3 0 1 5.37856e-06 1.16491396416977e-06 13.3886122298311 0.28117331547057 0.340387674257332
PGM5 0 1 3.91971e-06 1.53063829692793e-06 13.2980428875346 0.279803472531379 0.341305086946248
CCDC33 0 1 1.35664e-06 2.17788817937568e-06 13.2606593340542 0.279236530417457 0.342219444494769
LARP7 0 1 2.8038e-06 1.81277132447278e-06 13.251842422734 0.279102687006961 0.343129727832505
ZBTB10 0 1 1.54159e-06 2.13301572891977e-06 13.2380151706906 0.278892684956637 0.344036148904953
AKT3 0 1 3.33972e-06 1.6921339411952e-06 13.1225120577072 0.277133684606692 0.344942441169279
GLYR1 0 1 3.24277e-06 1.72384504136591e-06 13.0484808423569 0.276001741142188 0.345847108991925
CNOT2 0 1 2.37287e-06 1.95328179800388e-06 12.9372462471185 0.274294274224238 0.346751534269982
YPEL5 1 0 9.75786e-07 5.32965688384035e-07 12.9139952282605 0.273936349597585 0.347652513168159
LIF 1 0 8.24025e-07 5.7506697585659e-07 12.9026849399122 0.273762112101218 0.348549634909226
ZBTB20 0 1 2.81488e-06 1.84624541187215e-06 12.8984333292445 0.273696593469472 0.349442669830317
RTL1 0 1 1.04146e-10 2.56840094411112e-06 12.8652050211398 0.273184127465187 0.350332700968771
OXSR1 0 1 3.10895e-06 1.7799329432218e-06 12.8290991741108 0.272626461954553 0.35121985587954
CTAGE5 0 1 2.68608e-08 2.56728225435279e-06 12.8097101379554 0.27232663923317 0.352103549552984
BNIP3L 1 0 1.0541e-06 5.3026659638147e-07 12.7381776875972 0.271218354495778 0.352985699660598
GPR150 1 0 5.63704e-07 6.63791513648635e-07 12.7278551361136 0.271058143721224 0.353864101895687
DHCR7 0 1 5.99516e-06 1.09245134528257e-06 12.6425006634655 0.269730698635635 0.35474150329305
EXOC3 0 1 4.36742e-06 1.49784521753088e-06 12.5495026342989 0.268278865392804 0.35561820011006
GDNF 1 0 1.71943e-06 3.75990641957298e-07 12.5119577959494 0.267691099341143 0.356492192454721
PGM2L1 0 1 4.65628e-06 1.43791769495158e-06 12.4476707796451 0.26668248767614 0.357364473287751
CBX5 1 0 1.47158e-06 4.50474357297648e-07 12.4352194032288 0.266486814320966 0.358233177011518
UBL3 1 0 1.13671e-06 5.4071379287864e-07 12.4316782959612 0.266431146754182 0.359098005758602
PHF1 0 1 3.16917e-06 1.81110935080858e-06 12.3944597160441 0.265845544866326 0.359960204492798
PSD3 0 1 1.13461e-06 2.33724990821048e-06 12.2886813793138 0.264176098732087 0.360822277191823
RFX7 0 1 1.62399e-06 2.21544823769642e-06 12.2588978452186 0.263704669493793 0.361681483263481
C12orf4 0 1 3.23014e-06 1.8111932889306e-06 12.2538985286732 0.263625478501711 0.362536946821094
SETBP1 0 1 1.04146e-10 2.63605097250608e-06 12.2373106215663 0.263362597947377 0.36338911186718
CCDC59 1 0 5.72042e-07 7.1726097815892e-07 12.2107866270579 0.262941862805208 0.364238359652015
DLG4 0 1 1.04146e-10 2.64427824927906e-06 12.1630991100764 0.26218421259734 0.365085474000656
CARHSP1 1 0 1.31094e-06 5.2395974579591e-07 12.1562342064967 0.26207501603966 0.365929002303733
PAPD4 0 1 1.94721e-06 2.1462102097728e-06 12.1417379828708 0.261844325701906 0.366769243098302
ZNF740 1 0 1.02648e-06 6.0216646752134e-07 12.1407550408744 0.261828678115086 0.367605734266741
BPIFA1 1 0 2.88414e-07 8.03799723133875e-07 12.1248820305071 0.261575901625798 0.368439033961364
NFIB 0 1 3.81965e-06 1.68274796795066e-06 12.0903663179855 0.261025643556202 0.369269830648544
RNF111 0 1 1.09564e-06 2.36996377009347e-06 12.0833884413811 0.260914300843013 0.37009715921344
ETF1 0 1 4.55241e-06 1.51037817441145e-06 12.0172061718826 0.259856590676283 0.370923155307436
SLC10A1 1 0 1.81156e-06 4.14234177617271e-07 11.9387440875617 0.25859869852027 0.371748273673076
DNAI1 0 1 3.85736e-06 1.69893262768421e-06 11.8621674396725 0.257366903785759 0.372572462167612
LIMA1 0 1 2.98492e-06 1.9206806686139e-06 11.8212434103313 0.256706929340934 0.373394459082227
KDELR3 1 0 1.54341e-06 5.04129253464955e-07 11.7772480168487 0.25599611391841 0.374214391442845
FBRSL1 0 1 2.96011e-06 1.93765328938127e-06 11.7268621378097 0.255180378159166 0.375032504534232
USP14 0 1 3.72426e-06 1.75419632031637e-06 11.6663516059472 0.254198359450553 0.375849176639992
FGF18 1 0 1.94082e-06 4.11447160008227e-07 11.6599596151942 0.254094473302117 0.37666248729946
TSPEAR 0 1 4.15977e-06 1.65449752504561e-06 11.597131164336 0.253071808341889 0.377474473493229
STARD9 0 2 1.04146e-10 8.8623766135992e-06 11.5832491490993 0.252845471032242 0.378283401404552
HIST2H2AB 1 0 2.77757e-06 2.06973151600636e-07 11.5119042836995 0.251680071565415 0.379091341419901
ALK 2 0 5.15097e-06 3.88466801292893e-06 11.4205240257581 0.250182078320842 0.379899024601294
INO80D 0 1 1.49712e-06 2.34786978087327e-06 11.3815669881821 0.249541632062111 0.380704588391156
SMC3 1 1 1.08925e-05 4.1871112635992e-06 11.3778717464312 0.249480826179003 0.38150678922723
IGFBP7 1 0 1.61411e-06 5.31616991802695e-07 11.3767231889476 0.249461924446848 0.382305558245251
GGA2 0 1 4.60033e-06 1.5733100390474e-06 11.3643609722961 0.24925842000281 0.383101316391584
SMAD6 0 1 6.28671e-06 1.16656936554428e-06 11.3450179350271 0.248939777101189 0.383894331276297
YES1 0 1 3.55609e-06 1.83527937267914e-06 11.3290052664077 0.248675791519002 0.384684503055232
RAB19 1 0 2.35489e-06 3.5178543245266e-07 11.2300247445982 0.247039866283169 0.385474794108154
GALNT3 0 1 4.65679e-06 1.58010772278004e-06 11.1903525073665 0.246382171818732 0.386263108956276
DONSON 0 1 4.17625e-06 1.70549629902937e-06 11.1298871147779 0.245377551149123 0.387050201562889
PACS2 2 0 1.03078e-05 2.52077460396045e-06 11.1192882463721 0.245201177060481 0.387834313761986
NEXN 0 1 1.68611e-06 2.34544837728211e-06 11.0014285190849 0.243234321712113 0.388619274112041
